hour,day,demand,power_NGCC 1,power_NGCC 2,power_NGCT 1,power_NGCT 2,power_Coal,power_Hydro,power_Wind,power_PV,ptes_charge,ptes_discharge,ptes_power
134,6,2900.842612,0.0,0.0,0.0,0.0,295.3602512600999,400.0,333.90011400000003,2157.1131118000003,285.5308650601003,0.0,-285.5308650601003
135,6,2814.960594,0.0,0.0,0.0,0.0,364.1093179292807,400.0,337.221716,1930.3661604999998,216.73660042928032,0.0,-216.73660042928032
136,6,2876.945931,440.0132217594453,0.0,0.0,0.0,600.0,400.0,331.184836,906.2650969,0,199.48277634055486,199.48277634055486
137,6,2876.839642,500.0,400.0,350.0,41.126319493604,600.0,400.0,376.60643,9.6564028,0,199.45048970639533,199.45048970639533
138,6,2827.86323,500.0,400.0,326.76840583193666,0.0,600.0,400.0,401.67661799999996,0.0,0,199.41820616806328,199.41820616806328
139,6,2799.428445,500.0,400.0,318.1900672762515,0.0,600.0,400.0,381.852452,0.0,0,199.38592572374844,199.38592572374844
140,6,2688.40662,500.0,400.0,248.00877562612166,0.0,600.0,400.0,341.044196,0.0,0,199.35364837387849,199.35364837387849
141,6,2476.118509,500.0,400.0,71.02519088262108,0.0,600.0,400.0,305.771944,0.0,0,199.3213741173788,199.3213741173788
142,6,2249.254855,500.0,258.82467604490415,0.0,0.0,600.0,400.0,291.141076,0.0,0,199.28910295509598,199.28910295509598
143,6,2009.137347,500.0,9.170058112563169,0.0,0.0,600.0,400.0,300.710454,0.0,0,199.2568348874369,199.2568348874369
144,7,1799.622009,286.9805390869818,0.0,0.0,0.0,600.0,400.0,313.4169,0.0,0,199.22456991301812,199.22456991301812
145,7,1657.693009,180.71305250432133,0.0,0.0,0.0,600.0,400.0,325.38521399999996,0.0,0,151.5947424956788,151.5947424956788
146,7,1551.056786,180.05761549612686,0.0,0.0,0.0,600.0,400.0,321.694544,0.0,0,49.30462650387322,49.30462650387322
147,7,1475.748275,164.1239849999999,0.0,0.0,0.0,600.0,400.0,311.62429000000003,0.0,0,0.0,0.0
148,7,1442.914023,115.86800900000003,0.0,0.0,0.0,600.0,400.0,327.046014,0.0,0,0.0,0.0
149,7,1448.39025,0.0,0.0,0.0,0.0,437.2639551,400.0,353.355214,257.77108089999996,0,0.0,0.0
150,7,2266.52923,0.0,0.0,0.0,0.0,334.2365266457521,400.0,350.11269800000014,1467.6773455,285.4973401457521,0.0,-285.4973401457521
151,7,2371.011932,0.0,0.0,0.0,0.0,0.0,233.02153054413122,329.919464,2093.5759016,285.5049641441315,0.0,-285.5049641441315
152,7,2527.017376,0.0,0.0,0.0,0.0,0.0,219.75034998511296,354.436052,2238.3435664999997,285.51259248511286,0.0,-285.51259248511286
153,7,2685.809456,0.0,0.0,0.0,0.0,0.0,369.39403329069734,391.29002,2210.6456279,285.52022519069715,0.0,-285.52022519069715
154,7,2726.791039,0.0,0.0,0.0,0.0,41.89224498539693,400.0,417.41468599999996,2153.0119703,285.52786228539685,0.0,-285.52786228539685
155,7,2669.625705,0.0,0.0,0.0,0.0,0.0,350.29665662956836,475.490002,2129.3716365,285.5325901295684,0.0,-285.5325901295684
156,7,2758.932097,0.0,0.0,0.0,0.0,0.0,376.86473380378936,502.37916400000006,2165.2283214,285.54012220378934,0.0,-285.54012220378934
157,7,2847.767118,0.0,0.0,0.0,0.0,0.0,359.8022617596042,560.507204,2213.0053083,285.5476560596038,0.0,-285.5476560596038
158,7,2848.081366,0.0,0.0,0.0,0.0,0.0,317.1638197942031,600.49824,2215.9744978999997,285.55519169420285,0.0,-285.55519169420285
159,7,2631.57864,0.0,0.0,0.0,0.0,0.0,288.0940489041838,616.6844600000002,2012.3628602000001,285.56272910418386,0.0,-285.56272910418386
160,7,2671.848544,112.23181399999999,0.0,0.0,0.0,600.0,400.0,610.0676179999999,949.549112,0,0.0,0.0
161,7,2665.452682,500.0,258.7420219684824,0.0,0.0,600.0,400.0,695.427524,11.9377153,0,199.3454207315177,199.3454207315177
162,7,2609.770781,500.0,138.39599916518608,0.0,0.0,600.0,400.0,772.061634,0.0,0,199.31314783481406,199.31314783481406
163,7,2582.218662,500.0,157.11496196831118,0.0,0.0,600.0,400.0,725.8228220000001,0.0,0,199.28087803168896,199.28087803168896
164,7,2469.154227,500.0,78.06331367870067,0.0,0.0,600.0,400.0,691.842302,0.0,0,199.2486113212993,199.2486113212993
165,7,2315.232985,394.93896129519123,0.0,0.0,0.0,600.0,400.0,721.077676,0.0,0,199.21634770480884,199.21634770480884
166,7,2122.432846,401.88241000000016,0.0,0.0,0.0,600.0,400.0,720.550436,0.0,0,0.0,0.0
167,7,1922.10925,190.96132,0.0,0.0,0.0,600.0,400.0,731.14793,0.0,0,0.0,0.0
